Drug,SELFIES
DB06287,[C][C][C][C][C][C][C][Branch2][=Branch2][O][C][=Branch2][=Branch2][=Branch1][=C][C][=C][C][=C][C][Branch2][Branch2][N][C][C][Branch2][Branch2][=Branch1][C][=Branch1][C][=O][C][Branch2][#Branch1][N][C][Branch2][#Branch1][#Branch1][C][=Branch2][#Branch1][C][=C][C][Branch2][=Branch1][N][C][=Branch1][C][=O][C][C][Branch2][Ring1][P][O][C][=Branch1][C][=O][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Ring2][Ring2][Branch2][Branch1][Branch1][O][Ring2][Ring2][=Branch1][O][C][Branch1][C][C][C][C][C][C][C][Branch1][=Branch2][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][Ring1][C][O][C][O][C][C][O][O][C][C][C][C][O][C]
DB06288,[C][C][N][C][C][C][C][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][O][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C]
DB06292,[C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][Branch2][Ring1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][Cl]
DB06335,[C][C][C][C][Ring1][Ring1][N][Branch1][=Branch1][C][Ring1][=Branch1][C][#N][C][=Branch1][C][=O][C][Branch2][Ring1][Branch2][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][#Branch1][Branch1][Ring2][C][Ring1][#Branch2][O][N]
DB06589,[C][C][=C][Branch2][Ring2][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][C][C][C][=C][C][=N][N][Branch1][N][C][=Branch1][Branch2][=C][Ring1][Branch1][C][=C][Ring1][=Branch2][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N]
DB06594,[C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C]
DB06605,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Branch2][Ring1][=N][C][C][N][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][C][C][C][Ring1][=Branch1][=O][C][=Branch1][Branch1][=N][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][N]
DB06616,[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][O][C][=C][Branch2][Ring2][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][C][=Branch2][Ring1][Branch1][=C][Ring1][#Branch1][N][C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][O][C][C][#N][O][C]
DB06684,[C][C][N][Branch2][Ring1][O][C][C][N][Ring1][=Branch1][C][C][C][C][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][N]
DB06693,[C][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][C][=C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C][Branch1][=Branch2][C][C][=Branch1][C][=O][O][Ring1][#Branch1][O]
DB06694,[C][C][=C][C][=Branch1][P][=C][C][=Branch1][N][=C][Ring1][=Branch1][C][C][=N][C][C][N][Ring1][Branch1][C][C][Branch1][C][C][Branch1][C][C][C]
DB06695,[C][C][C][C][C][C][O][C][=Branch1][C][=O][N][C][=Branch1][C][=N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][=N][C][=C][Branch1][Branch1][N][Ring1][Branch1][C][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1]
DB06698,[C][N][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1]
DB06700,[C][N][Branch1][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][O]
DB06702,[C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][Branch1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][Branch1][S][C][C][N][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB06710,[C][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][C][C][Branch1][=N][C][Ring1][=Branch1][C][C][C][Ring1][Branch1][Branch1][C][C][O][C]
DB06711,[C][C][N][=C][Branch1][Ring2][N][Ring1][Branch1][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]
DB06712,[C][C][=C][Branch2][Ring2][Branch1][C][Branch2][Ring1][C][C][=Branch1][=Branch2][=C][Branch1][Ring2][N][Ring1][=Branch1][C][#N][C][=Branch1][C][=O][O][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O][C][Branch1][C][C][C]
DB06717,[C][C][Branch2][Ring1][=N][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][O][C][C][Branch2][Ring1][=C][N][Branch1][=Branch1][C][C][O][Ring1][=Branch1][C][C][=N][N][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][=Branch1][P][=Branch1][C][=O][Branch1][C][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F]
DB06725,[C][N][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=C][Branch1][Branch2][S][Ring1][=Branch1][=Branch1][C][=O][=O][C][=C][Branch1][Ring2][S][Ring1][Branch2][Cl][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1]
DB06729,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][=Branch1][=C][C][=N][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N]
DB06733,[C][C][C][C][=Branch2][=Branch1][N][=C][C][=C][C][Branch2][=Branch1][Ring1][C][Branch2][Ring1][=Branch2][O][C][=Branch1][C][=O][C][=Branch1][#C][=C][C][=Branch1][#Branch2][=C][C][Branch1][Branch1][C][Ring1][P][O][C][C][O][C][C][Branch1][C][C][C][Branch2][Ring1][=C][C][Branch1][C][C][C][Branch2][Ring1][Branch1][C][C][Branch1][S][C][Branch1][N][C][Branch1][Ring2][O][Ring1][=Branch1][C][Branch1][C][C][C][C][O][O][O][O][C][C]
DB06743,[C][C][C][=Branch1][C][=O][O][C][C][Ring1][=Branch1][Branch2][Ring2][P][C][C][=Branch1][C][=O][O][C][C][Ring1][=Branch1][Branch1][Ring2][C][Ring1][=Branch2][C][Branch1][#C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][=N][C][=Branch1][C][=O][O][C][Ring1][N][O][Ring2][Ring1][Ring2][O][O]
DB06772,[C][C][=C][C][Branch2][Branch2][=N][C][=Branch1][C][=O][C][Branch2][Branch2][Ring2][C][Branch2][#Branch1][=C][C][C][C][Branch2][=Branch1][O][C][Ring1][=Branch1][C][Branch2][Branch1][#Branch1][C][Branch1][Branch2][C][Ring1][=N][Branch1][C][C][C][Branch2][Ring2][=Branch2][C][C][Ring2][Ring1][C][O][C][=Branch1][C][=O][C][Branch2][Ring1][#Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][O][O][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][O][Ring2][Ring2][#Branch2][O][C][=Branch1][C][=O][C][O][C][C][O][C]
DB06777,[C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][=N][C][C][C][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][C]
DB06781,[C][C][C][C][=Branch1][C][=O][O][C][Branch2][Ring2][N][C][C][C][C][Ring1][Branch1][Branch2][Ring2][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Ring1][=Branch1][C][C][Branch1][#C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Ring1][O][C][F][F][O][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C]
DB06802,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][N][C][C][=Branch1][C][=O][N]
DB06809,[C][C][N][C][C][N][C][C][C][N][Branch1][#Branch1][C][C][N][C][Ring1][=C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][C][C][N][C][C][N][C][C][C][N][C][C][Ring1][=C]
DB06813,[C][#C][C][C][Branch2][Ring1][Branch2][C][C][=C][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][=Branch2][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
DB06817,[C][C][=N][N][=C][Branch1][Ring2][O][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][=N][C][=Branch1][=N][=C][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring1][#Branch1][C][O][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F]
DB06852,[C][C][N][C][C][C][Ring1][=Branch1][C][Branch1][Ring2][C][Ring1][=Branch1][N][C][=C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2]
DB06999,[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch2][Ring1][S][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][Cl][F]
DB07101,[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][I][F][N][C][=C][Branch1][O][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][F][F][C][=Branch1][C][=O][N][O][C][C][Branch1][Ring1][C][O][O]
DB07232,[C][C][Branch1][#Branch1][C][C][C][N][Ring1][Branch1][C][=N][C][=C][Branch1][#Branch2][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][=Branch1][C][=O][N]
DB07340,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=N][C][=Branch1][O][=N][C][=C][Ring1][=Branch1][N][C][=N][Ring1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1]
DB07348,[C][C][C][C][C][C][=C][C][C][C][Branch2][Ring1][C][C][C][Ring1][Branch1][C][Branch1][#Branch2][C][=C][C][=Branch1][C][=O][O][Ring1][P][O][O]
DB07352,[C][=C][C][=Branch2][Ring1][=N][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][Branch1][=N][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][Ring1][O][O][O][O]
DB07423,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][C][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][F][Branch1][C][F][F][O]
DB07594,[C][C][C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][O][O][C][=N][N][C][=Branch2][Ring1][Ring2][=C][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][O][Ring1][Branch2][C]
DB07615,[C][O][C][=C][Branch2][Ring1][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][O][C]
DB07715,[C][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch2][=O][C][=C][Branch1][=Branch1][C][=C][Ring1][Branch2][O][O]
DB07767,[C][O][C][=C][Branch1][S][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][O][O]
DB07795,[C][=C][C][=Branch2][Ring2][Ring2][=C][Branch2][Ring1][#C][C][=C][Ring1][=Branch1][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][O][O][O][O]
DB07810,[C][=C][C][=Branch2][Ring1][O][=C][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][O][O][O][O]
DB07931,[C][C][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][Branch1][Ring1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O]
DB07933,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][C][Ring1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O]
DB07941,[C][C][=C][Branch1][#C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][N][C][=Branch2][Ring1][=N][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][Br][O][C][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][F][C]
DB07995,[C][=C][C][=C][Branch1][#Branch1][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][C][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br]
DB08052,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][N][C][=N][C][=N][C][=Branch2][Ring1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][Ring2][=N][Ring1][=Branch2][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][N][Ring1][=Branch1][N]
DB08059,[C][C][=Branch1][C][=O][O][C][C][C][Branch2][Ring2][=C][C][Branch1][#Branch1][C][C][C][Ring1][Branch1][=O][C][=C][Ring1][#Branch2][C][Branch2][Ring1][N][C][Branch2][Ring1][Branch1][O][C][=Branch1][C][=O][C][=C][O][C][=Branch1][=Branch1][=C][Ring1][Branch1][Ring1][#Branch2][C][Ring1][=N][=O][C][O][C][C][C]
DB08079,[C][O][C][=C][C][=N][C][=C][C][=Branch1][Branch2][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O][C][C][=N][N][=C][N][Ring1][Branch1][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB08142,[C][C][N][C][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][=N][N][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][Cl][Cl]
DB08162,[C][C][N][C][C][N][Branch1][Ring2][C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][=C][Ring1][=Branch1]
DB08167,[C][N][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][C][=C][C][=Branch1][=Branch1][=N+1][Branch1][C][C][C][C][=C][Ring1][=Branch2][S][Ring1][#C]
DB08313,[C][O][C][=Branch1][C][=O][N][C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1]
DB08356,[C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][Branch1][=N][N][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C]
DB08399,[C][=C][C][=Branch2][Ring1][#Branch2][=C][Branch2][Ring1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][O][O][O]
DB08486,[C][C][=C][C][=Branch2][Ring2][Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C]
DB08568,[C][C][=C][C][=C][Branch1][#Branch2][C][=C][C][Ring1][=Branch1][=N][N][Ring1][=Branch2][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][O][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N]
DB08597,[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][N][C][=Branch1][S][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][N][=C][Ring1][#C]
DB08756,[C][C][Branch2][Ring1][Branch2][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=N][C][=C][Ring1][=Branch1][N]
DB08799,[C][C][N][=C][Branch1][Ring2][N][Ring1][Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB08800,[C][N][Branch1][C][C][C][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=N][Ring1][=Branch1]
DB08814,[C][C][=Branch1][C][=O][O][C][=C][Branch1][P][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][O]
DB08816,[C][C][C][S][C][=N][C][=Branch2][Ring1][S][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][Branch1][N][=N][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][Branch1][Branch1][C][Ring1][Branch1][O][O][O][C][C][O][N][C][C][C][Ring1][Ring1][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][F]
DB08820,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=Branch2][Ring1][=C][=C][Branch2][Ring1][=Branch2][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][O][C][Branch1][C][C][Branch1][C][C][C]
DB08828,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=Branch2][Ring2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=N][Ring1][=Branch1][Cl]
DB08846,[C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][O][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][Ring1][#C][O][C][Ring2][Ring1][C][=O][O][O]
DB08860,[C][C][C][Ring1][Ring1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=C][Ring1][#Branch2][C][=C][C][Branch1][N][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F]
DB08865,[C][C][Branch1][S][C][=C][Branch1][O][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][F][Cl][O][C][=C][Branch2][Ring1][#Branch2][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][N][Branch1][Branch1][N][=C][Ring1][Branch1][C][C][C][N][C][C][Ring1][=Branch1][N]
DB08868,[C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][N]
DB08877,[C][C][C][C][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][Ring2][C][C][#N][N][C][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][=C][C][=C][N][C][Ring1][Branch1][=N][C][=N][Ring1][=Branch2]
DB08878,[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][N][C][C][=C][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][=Branch2][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][N]
DB08881,[C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch2][Ring2][#Branch2][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][C][=Branch1][C][=O][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][F]
DB08882,[C][C][#C][C][N][C][=C][Branch1][S][N][=C][Ring1][Branch1][N][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][N][N][Branch2][Ring1][=C][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][S][=O][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Ring2][=N][Ring1][#Branch2][C][C]
DB08893,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#C][C][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][N][O]
DB08896,[C][N][C][=Branch1][C][=O][C][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=Branch2][Ring2][Ring1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][Branch1][C][F][Branch1][C][F][F][F]
DB08897,[C][C][N+1][Branch2][Ring2][Branch1][C][C][C][Ring1][=Branch1][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][O][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB08899,[C][C][Branch2][Branch1][=Branch2][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][=Branch1][C][=S][N][Ring1][#Branch1][C][=C][C][=Branch1][=C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][F][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][Branch1][C][F][Branch1][C][F][F][C]
DB08901,[C][C][=C][Branch2][Ring2][#C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][Ring2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][Branch1][C][F][Branch1][C][F][F][C][#C][C][=C][N][=C][N][Ring1][Branch1][N][=C][C][=C][Ring1][=Branch1]
DB08905,[C][C][C][C][C][=Branch1][C][=O][C][=Branch2][Ring1][=Branch2][=C][Ring1][#Branch1][C][C][C][C][Ring1][O][C][C][C][Branch1][#Branch2][C][Ring1][=Branch1][C][C][C][Ring1][Branch1][=O][C][O]
DB08916,[C][N][Branch1][C][C][C][C][=C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][S][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=N][C][=N][Ring1][#Branch1][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F][Cl][O][C][C][C][O][C][Ring1][Branch1]
DB08932,[C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][Branch2][Ring1][Branch2][C][=Branch1][=Branch1][=N][C][=N][Ring1][=Branch1][O][C][C][O][C][=N][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][Br][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br]
DB08943,[C][=C][C][=Branch2][Ring2][=Branch1][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][C][O][C][Branch1][=Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl]
DB08954,[C][C][Branch1][S][C][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
